"","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions"
"","","Report Period","20241231","","Report Period","20240930","","Report Period","20240630","","Report Period","20240331","","Report Period","20231231","","Report Period","20230930","","Report Period","20230630","","Report Period","20230331","","Report Period","20221231","","Report Period","20220930","","Report Period","20220630","","Report Period","20220331","","Report Period","20211231","","Report Period","20210930","","Report Period","20210630","","Report Period","20210331","","Report Period","20201231","","Report Period","20200930","","Report Period","20200630","","Report Period","20200331","","Report Period","20191231","","Report Period","20190930","","Report Period","20190630","","Report Period","20190331","","Report Period","20181231","","Report Period","20180930","","Report Period","20180630","","Report Period","20180331","","Report Period","20171231","","Report Period","20170930","","Report Period","20170630","","Report Period","20170331","","Report Period","20161231","","Report Period","20160930","","Report Period","20160630","","Report Period","20160331","","Report Period","20151231","","Report Period","20150930","","Report Period","20150630","","Report Period","20150331"
"","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD"
"","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$"
"Total Liabilities","","LIAB","$21,685,472,696","","LIAB","$21,770,702,390","","LIAB","$21,529,157,289","","LIAB","$21,640,074,571","","LIAB","$21,372,679,478","","LIAB","$21,164,234,268","","LIAB","$21,208,679,928","","LIAB","$21,453,479,273","","LIAB","$21,389,468,908","","LIAB","$21,462,786,388","","LIAB","$21,497,355,186","","LIAB","$21,713,371,599","","LIAB","$21,360,127,543","","LIAB","$20,909,800,744","","LIAB","$20,466,003,328","","LIAB","$20,293,762,719","","LIAB","$19,641,585,764","","LIAB","$19,023,449,016","","LIAB","$18,989,660,525","","LIAB","$18,136,843,764","","LIAB","$16,531,453,559","","LIAB","$16,379,952,289","","LIAB","$16,167,607,716","","LIAB","$16,029,425,912","","LIAB","$15,920,390,237","","LIAB","$15,675,516,123","","LIAB","$15,549,042,004","","LIAB","$15,562,861,089","","LIAB","$15,457,378,683","","LIAB","$15,287,114,919","","LIAB","$15,131,302,071","","LIAB","$15,068,990,834","","LIAB","$14,910,571,378","","LIAB","$14,880,056,313","","LIAB","$14,663,593,356","","LIAB","$14,453,281,076","","LIAB","$14,166,745,522","","LIAB","$14,003,043,727","","LIAB","$13,977,962,397","","LIAB","$14,006,426,379"
"Total Deposits","","DEP","$19,214,490,939","","DEP","$19,066,315,520","","DEP","$18,807,642,816","","DEP","$18,998,138,518","","DEP","$18,814,085,580","","DEP","$18,554,295,802","","DEP","$18,644,716,406","","DEP","$18,743,117,083","","DEP","$19,215,124,398","","DEP","$19,357,271,683","","DEP","$19,563,035,737","","DEP","$19,932,263,983","","DEP","$19,701,996,581","","DEP","$19,166,788,276","","DEP","$18,730,674,332","","DEP","$18,458,779,677","","DEP","$17,823,365,996","","DEP","$17,118,198,386","","DEP","$16,962,050,551","","DEP","$15,778,216,223","","DEP","$14,535,313,031","","DEP","$14,276,333,569","","DEP","$14,039,094,223","","DEP","$13,924,670,146","","DEP","$13,866,210,690","","DEP","$13,573,628,054","","DEP","$13,468,690,982","","DEP","$13,528,921,105","","DEP","$13,399,208,058","","DEP","$13,219,298,866","","DEP","$13,105,310,135","","DEP","$13,083,807,304","","DEP","$12,894,563,535","","DEP","$12,798,801,746","","DEP","$12,528,054,424","","DEP","$12,429,479,214","","DEP","$12,190,023,810","","DEP","$11,990,430,064","","DEP","$11,932,440,388","","DEP","$11,958,410,560"
"Deposits held in Domestic Offices","","DEPDOM","$17,747,550,129","","DEPDOM","$17,533,147,059","","DEPDOM","$17,338,541,433","","DEPDOM","$17,536,766,119","","DEPDOM","$17,346,001,945","","DEPDOM","$17,159,063,948","","DEPDOM","$17,198,716,738","","DEPDOM","$17,304,595,539","","DEPDOM","$17,725,935,676","","DEPDOM","$17,891,615,195","","DEPDOM","$18,077,257,108","","DEPDOM","$18,381,103,494","","DEPDOM","$18,189,618,941","","DEPDOM","$17,634,011,465","","DEPDOM","$17,163,910,170","","DEPDOM","$16,935,683,199","","DEPDOM","$16,289,546,870","","DEPDOM","$15,671,584,640","","DEPDOM","$15,519,659,762","","DEPDOM","$14,307,041,850","","DEPDOM","$13,219,998,457","","DEPDOM","$12,980,483,460","","DEPDOM","$12,747,037,289","","DEPDOM","$12,683,881,982","","DEPDOM","$12,612,885,629","","DEPDOM","$12,321,792,610","","DEPDOM","$12,235,402,659","","DEPDOM","$12,256,881,224","","DEPDOM","$12,081,456,682","","DEPDOM","$11,919,814,822","","DEPDOM","$11,780,617,653","","DEPDOM","$11,812,761,087","","DEPDOM","$11,648,919,378","","DEPDOM","$11,462,595,348","","DEPDOM","$11,204,011,984","","DEPDOM","$11,108,234,699","","DEPDOM","$10,907,951,313","","DEPDOM","$10,651,897,881","","DEPDOM","$10,589,698,272","","DEPDOM","$10,580,731,931"
"% Insured (Estimated) (footnote: 7","","ESTINS","58.26%","","ESTINS","58.89%","","ESTINS","59.55%","","ESTINS","59.46%","","ESTINS","59.42%","","ESTINS","58.96%","","ESTINS","58.95%","","ESTINS","58.07%","","ESTINS","55.57%","","ESTINS","55.00%","","ESTINS","54.13%","","ESTINS","53.58%","","ESTINS","52.86%","","ESTINS","53.57%","","ESTINS","53.46%","","ESTINS","54.38%","","ESTINS","54.16%","","ESTINS","54.92%","","ESTINS","55.00%","","ESTINS","55.13%","","ESTINS","56.99%","","ESTINS","57.46%","","ESTINS","58.23%","","ESTINS","58.62%","","ESTINS","57.68%","","ESTINS","57.99%","","ESTINS","58.37%","","ESTINS","58.13%","","ESTINS","57.42%","","ESTINS","57.88%","","ESTINS","58.12%","","ESTINS","58.03%","","ESTINS","57.64%","","ESTINS","57.63%","","ESTINS","57.76%","","ESTINS","58.09%","","ESTINS","57.90%","","ESTINS","58.20%","","ESTINS","57.95%","","ESTINS","58.17%"
"Domestic Transaction Accounts","","TRN","$6,600,009,616","","TRN","$6,369,311,710","","TRN","$6,272,555,810","","TRN","$6,374,101,307","","TRN","$6,126,347,635","","TRN","$6,022,201,170","","TRN","$6,154,494,545","","TRN","$6,266,432,310","","TRN","$6,349,197,389","","TRN","$6,416,915,705","","TRN","$6,324,997,418","","TRN","$6,152,669,255","","TRN","$5,982,299,379","","TRN","$5,720,041,930","","TRN","$5,409,388,894","","TRN","$4,965,053,096","","TRN","$4,728,050,205","","TRN","$3,566,849,739","","TRN","$3,455,636,725","","TRN","$2,782,038,200","","TRN","$2,325,816,291","","TRN","$2,227,436,893","","TRN","$2,174,142,885","","TRN","$2,138,580,685","","TRN","$2,197,611,771","","TRN","$2,072,500,512","","TRN","$2,124,267,430","","TRN","$2,191,020,516","","TRN","$2,155,265,350","","TRN","$2,070,384,834","","TRN","$2,117,976,976","","TRN","$2,097,205,538","","TRN","$2,018,881,810","","TRN","$1,984,771,029","","TRN","$1,932,030,488","","TRN","$1,891,054,831","","TRN","$1,906,055,680","","TRN","$1,807,879,597","","TRN","$1,881,026,523","","TRN","$1,854,963,303"
"Individuals, Partnerships, and Corporations","","TRNIPCOC","$5,921,053,857","","TRNIPCOC","$5,712,320,041","","TRNIPCOC","$5,626,620,875","","TRNIPCOC","$5,713,313,067","","TRNIPCOC","$5,475,303,999","","TRNIPCOC","$5,406,861,887","","TRNIPCOC","$5,528,635,381","","TRNIPCOC","$5,639,732,150","","TRNIPCOC","$5,717,736,849","","TRNIPCOC","$5,792,620,798","","TRNIPCOC","$5,680,616,898","","TRNIPCOC","$5,517,443,140","","TRNIPCOC","$5,366,847,607","","TRNIPCOC","$5,108,564,680","","TRNIPCOC","$4,866,949,286","","TRNIPCOC","$4,480,133,793","","TRNIPCOC","$4,299,178,704","","TRNIPCOC","$3,187,453,928","","TRNIPCOC","$3,093,132,866","","TRNIPCOC","$2,450,998,410","","TRNIPCOC","$2,032,239,182","","TRNIPCOC","$1,943,158,648","","TRNIPCOC","$1,888,047,873","","TRNIPCOC","$1,848,098,233","","TRNIPCOC","$1,914,164,755","","TRNIPCOC","$1,787,681,271","","TRNIPCOC","$1,849,881,349","","TRNIPCOC","$1,911,596,920","","TRNIPCOC","$1,883,930,316","","TRNIPCOC","$1,803,011,057","","TRNIPCOC","$1,844,714,918","","TRNIPCOC","$1,824,125,435","","TRNIPCOC","$1,756,499,906","","TRNIPCOC","$1,725,171,626","","TRNIPCOC","$1,681,150,085","","TRNIPCOC","$1,645,278,499","","TRNIPCOC","$1,657,219,126","","TRNIPCOC","$1,554,182,373","","TRNIPCOC","$1,626,684,834","","TRNIPCOC","$1,603,248,944"
"US Government","","TRNUSGOV","$6,709,747","","TRNUSGOV","$5,999,756","","TRNUSGOV","$5,702,442","","TRNUSGOV","$5,578,545","","TRNUSGOV","$6,377,068","","TRNUSGOV","$7,224,845","","TRNUSGOV","$6,684,396","","TRNUSGOV","$6,724,165","","TRNUSGOV","$2,622,926","","TRNUSGOV","$3,241,321","","TRNUSGOV","$2,952,179","","TRNUSGOV","$2,775,064","","TRNUSGOV","$2,564,858","","TRNUSGOV","$3,645,838","","TRNUSGOV","$4,471,223","","TRNUSGOV","$2,449,184","","TRNUSGOV","$2,704,440","","TRNUSGOV","$2,459,444","","TRNUSGOV","$1,925,007","","TRNUSGOV","$1,702,180","","TRNUSGOV","$1,657,271","","TRNUSGOV","$2,002,856","","TRNUSGOV","$1,618,932","","TRNUSGOV","$1,654,164","","TRNUSGOV","$1,779,367","","TRNUSGOV","$1,796,757","","TRNUSGOV","$2,266,751","","TRNUSGOV","$2,244,234","","TRNUSGOV","$1,925,077","","TRNUSGOV","$2,069,816","","TRNUSGOV","$2,035,779","","TRNUSGOV","$2,242,719","","TRNUSGOV","$2,251,868","","TRNUSGOV","$2,103,971","","TRNUSGOV","$2,167,690","","TRNUSGOV","$2,258,859","","TRNUSGOV","$2,379,734","","TRNUSGOV","$2,328,852","","TRNUSGOV","$2,336,795","","TRNUSGOV","$2,509,581"
"States and Political Subdivision in US","","TRNMUNI","$415,264,594","","TRNMUNI","$390,538,104","","TRNMUNI","$392,214,078","","TRNMUNI","$401,963,327","","TRNMUNI","$398,636,956","","TRNMUNI","$372,015,027","","TRNMUNI","$373,970,103","","TRNMUNI","$376,820,071","","TRNMUNI","$378,287,695","","TRNMUNI","$372,135,288","","TRNMUNI","$381,077,532","","TRNMUNI","$368,554,205","","TRNMUNI","$369,066,246","","TRNMUNI","$342,020,284","","TRNMUNI","$319,509,941","","TRNMUNI","$266,172,587","","TRNMUNI","$246,980,841","","TRNMUNI","$194,625,130","","TRNMUNI","$183,258,328","","TRNMUNI","$154,819,339","","TRNMUNI","$151,920,379","","TRNMUNI","$142,254,974","","TRNMUNI","$140,959,399","","TRNMUNI","$141,090,591","","TRNMUNI","$141,851,521","","TRNMUNI","$137,265,793","","TRNMUNI","$142,887,194","","TRNMUNI","$147,242,924","","TRNMUNI","$147,246,593","","TRNMUNI","$141,249,093","","TRNMUNI","$146,610,248","","TRNMUNI","$148,042,083","","TRNMUNI","$146,759,297","","TRNMUNI","$142,387,767","","TRNMUNI","$139,544,268","","TRNMUNI","$140,411,620","","TRNMUNI","$139,080,184","","TRNMUNI","$138,283,030","","TRNMUNI","$141,388,581","","TRNMUNI","$137,440,632"
"Commercial Banks and Other Depository Institutions in US","","TRNCBO","$51,037,084","","TRNCBO","$51,665,494","","TRNCBO","$56,255,913","","TRNCBO","$58,008,926","","TRNCBO","$53,141,830","","TRNCBO","$46,930,003","","TRNCBO","$42,937,185","","TRNCBO","$43,900,465","","TRNCBO","$44,533,892","","TRNCBO","$45,797,120","","TRNCBO","$45,603,351","","TRNCBO","$53,455,883","","TRNCBO","$45,843,985","","TRNCBO","$45,556,276","","TRNCBO","$47,246,995","","TRNCBO","$45,487,864","","TRNCBO","$38,355,927","","TRNCBO","$40,504,319","","TRNCBO","$40,272,505","","TRNCBO","$37,947,076","","TRNCBO","$33,415,065","","TRNCBO","$34,401,187","","TRNCBO","$34,673,212","","TRNCBO","$42,028,880","","TRNCBO","$36,343,181","","TRNCBO","$36,946,774","","TRNCBO","$38,328,695","","TRNCBO","$31,736,964","","TRNCBO","$32,777,610","","TRNCBO","$32,516,886","","TRNCBO","$33,472,359","","TRNCBO","$40,404,905","","TRNCBO","$42,442,891","","TRNCBO","$41,934,567","","TRNCBO","$34,254,705","","TRNCBO","$34,585,311","","TRNCBO","$36,394,343","","TRNCBO","$35,910,629","","TRNCBO","$36,921,018","","TRNCBO","$36,566,481"
"Foreign Deposits","","TRNFCFG","$205,944,334","","TRNFCFG","$208,788,315","","TRNFCFG","$191,762,502","","TRNFCFG","$195,237,442","","TRNFCFG","$192,887,782","","TRNFCFG","$189,169,408","","TRNFCFG","$202,267,480","","TRNFCFG","$199,255,459","","TRNFCFG","$206,016,027","","TRNFCFG","$203,121,178","","TRNFCFG","$214,747,458","","TRNFCFG","$210,440,963","","TRNFCFG","$197,976,683","","TRNFCFG","$220,254,852","","TRNFCFG","$171,211,449","","TRNFCFG","$170,809,668","","TRNFCFG","$140,830,293","","TRNFCFG","$141,806,918","","TRNFCFG","$137,048,019","","TRNFCFG","$136,571,195","","TRNFCFG","$106,584,393","","TRNFCFG","$105,619,228","","TRNFCFG","$108,843,469","","TRNFCFG","$105,708,817","","TRNFCFG","$103,472,947","","TRNFCFG","$108,809,917","","TRNFCFG","$90,903,441","","TRNFCFG","$98,199,474","","TRNFCFG","$89,385,754","","TRNFCFG","$91,537,982","","TRNFCFG","$91,143,672","","TRNFCFG","$82,390,396","","TRNFCFG","$70,927,848","","TRNFCFG","$73,173,098","","TRNFCFG","$74,913,740","","TRNFCFG","$68,520,542","","TRNFCFG","$70,982,293","","TRNFCFG","$77,174,713","","TRNFCFG","$73,695,295","","TRNFCFG","$75,197,665"
"Domestic Nontransaction Accounts","","NTR","$11,147,540,503","","NTR","$11,163,835,386","","NTR","$11,065,985,636","","NTR","$11,162,664,745","","NTR","$11,219,654,264","","NTR","$11,136,862,740","","NTR","$11,044,222,131","","NTR","$11,038,163,172","","NTR","$11,376,738,281","","NTR","$11,474,699,508","","NTR","$11,752,259,695","","NTR","$12,228,434,231","","NTR","$12,207,319,504","","NTR","$11,913,969,501","","NTR","$11,754,521,285","","NTR","$11,970,630,087","","NTR","$11,561,496,631","","NTR","$12,104,734,901","","NTR","$12,064,022,984","","NTR","$11,525,003,662","","NTR","$10,894,182,121","","NTR","$10,753,046,568","","NTR","$10,572,894,396","","NTR","$10,545,301,231","","NTR","$10,415,273,845","","NTR","$10,249,292,072","","NTR","$10,111,135,174","","NTR","$10,065,860,672","","NTR","$9,926,191,330","","NTR","$9,849,429,976","","NTR","$9,662,640,657","","NTR","$9,715,555,494","","NTR","$9,630,037,573","","NTR","$9,477,824,327","","NTR","$9,271,981,477","","NTR","$9,217,179,831","","NTR","$9,001,895,649","","NTR","$8,844,018,303","","NTR","$8,708,671,769","","NTR","$8,725,768,582"
"Individuals, Partnerships, and Corporations","","NTRIPC","$10,679,175,851","","NTRIPC","$10,689,065,397","","NTRIPC","$10,592,998,393","","NTRIPC","$10,687,667,364","","NTRIPC","$10,750,289,421","","NTRIPC","$10,674,034,054","","NTRIPC","$10,576,074,805","","NTRIPC","$10,554,806,059","","NTRIPC","$10,912,664,303","","NTRIPC","$10,953,001,453","","NTRIPC","$11,230,505,837","","NTRIPC","$11,686,077,021","","NTRIPC","$11,663,175,792","","NTRIPC","$11,368,085,895","","NTRIPC","$11,202,344,732","","NTRIPC","$11,394,089,368","","NTRIPC","$10,965,268,357","","NTRIPC","$11,473,625,888","","NTRIPC","$11,418,723,973","","NTRIPC","$10,893,166,777","","NTRIPC","$10,280,951,708","","NTRIPC","$10,156,742,009","","NTRIPC","$9,995,087,682","","NTRIPC","$9,935,600,030","","NTRIPC","$9,793,670,086","","NTRIPC","$9,666,449,272","","NTRIPC","$9,538,907,177","","NTRIPC","$9,492,027,109","","NTRIPC","$9,325,755,720","","NTRIPC","$9,285,028,422","","NTRIPC","$9,111,761,921","","NTRIPC","$9,165,682,152","","NTRIPC","$9,115,137,935","","NTRIPC","$8,976,263,017","","NTRIPC","$8,755,666,628","","NTRIPC","$8,705,576,997","","NTRIPC","$8,525,772,942","","NTRIPC","$8,379,526,113","","NTRIPC","$8,240,814,016","","NTRIPC","$8,252,360,075"
"US Government","","NTRUSGOV","$1,497,885","","NTRUSGOV","$1,852,671","","NTRUSGOV","$1,427,152","","NTRUSGOV","$1,397,845","","NTRUSGOV","$1,236,177","","NTRUSGOV","$1,222,000","","NTRUSGOV","$1,186,134","","NTRUSGOV","$1,347,689","","NTRUSGOV","$1,101,431","","NTRUSGOV","$1,316,744","","NTRUSGOV","$1,330,022","","NTRUSGOV","$2,134,100","","NTRUSGOV","$2,094,398","","NTRUSGOV","$1,748,003","","NTRUSGOV","$1,251,991","","NTRUSGOV","$9,852,086","","NTRUSGOV","$982,285","","NTRUSGOV","$1,651,371","","NTRUSGOV","$2,125,282","","NTRUSGOV","$1,971,600","","NTRUSGOV","$2,369,905","","NTRUSGOV","$2,704,794","","NTRUSGOV","$2,384,744","","NTRUSGOV","$2,125,631","","NTRUSGOV","$2,096,701","","NTRUSGOV","$2,115,563","","NTRUSGOV","$1,957,974","","NTRUSGOV","$1,904,211","","NTRUSGOV","$1,979,978","","NTRUSGOV","$1,554,286","","NTRUSGOV","$1,402,812","","NTRUSGOV","$1,303,468","","NTRUSGOV","$1,598,450","","NTRUSGOV","$1,897,923","","NTRUSGOV","$1,990,057","","NTRUSGOV","$1,882,291","","NTRUSGOV","$1,837,377","","NTRUSGOV","$2,141,100","","NTRUSGOV","$1,930,515","","NTRUSGOV","$2,091,744"
"States and Political Subdivision in US","","NTRMUNI","$376,010,697","","NTRMUNI","$371,256,211","","NTRMUNI","$373,933,539","","NTRMUNI","$375,610,886","","NTRMUNI","$376,213,990","","NTRMUNI","$368,475,625","","NTRMUNI","$373,766,456","","NTRMUNI","$365,464,611","","NTRMUNI","$373,635,180","","NTRMUNI","$357,054,937","","NTRMUNI","$358,159,609","","NTRMUNI","$379,747,321","","NTRMUNI","$386,212,363","","NTRMUNI","$388,537,501","","NTRMUNI","$395,647,292","","NTRMUNI","$409,343,493","","NTRMUNI","$416,252,178","","NTRMUNI","$436,991,708","","NTRMUNI","$432,530,593","","NTRMUNI","$433,222,712","","NTRMUNI","$425,735,285","","NTRMUNI","$413,004,304","","NTRMUNI","$408,638,292","","NTRMUNI","$407,759,940","","NTRMUNI","$405,806,878","","NTRMUNI","$392,425,572","","NTRMUNI","$386,454,259","","NTRMUNI","$392,409,562","","NTRMUNI","$397,164,000","","NTRMUNI","$378,692,526","","NTRMUNI","$373,238,724","","NTRMUNI","$377,583,404","","NTRMUNI","$382,965,069","","NTRMUNI","$370,112,341","","NTRMUNI","$375,015,601","","NTRMUNI","$378,313,593","","NTRMUNI","$374,682,406","","NTRMUNI","$366,576,977","","NTRMUNI","$364,083,171","","NTRMUNI","$371,605,980"
"Commercial Banks and Other Depository Institutions in US","","NTRCOMOT","$52,444,126","","NTRCOMOT","$57,029,971","","NTRCOMOT","$55,755,913","","NTRCOMOT","$55,436,444","","NTRCOMOT","$55,904,284","","NTRCOMOT","$53,344,900","","NTRCOMOT","$56,129,653","","NTRCOMOT","$85,168,026","","NTRCOMOT","$55,279,770","","NTRCOMOT","$129,494,051","","NTRCOMOT","$123,774,330","","NTRCOMOT","$123,331,192","","NTRCOMOT","$120,569,535","","NTRCOMOT","$113,947,766","","NTRCOMOT","$112,380,317","","NTRCOMOT","$119,959,035","","NTRCOMOT","$121,997,963","","NTRCOMOT","$123,622,655","","NTRCOMOT","$126,235,123","","NTRCOMOT","$128,575,307","","NTRCOMOT","$126,216,652","","NTRCOMOT","$124,454,859","","NTRCOMOT","$120,841,171","","NTRCOMOT","$161,659,604","","NTRCOMOT","$164,475,853","","NTRCOMOT","$149,958,102","","NTRCOMOT","$145,964,108","","NTRCOMOT","$145,420,487","","NTRCOMOT","$162,971,476","","NTRCOMOT","$149,232,311","","NTRCOMOT","$138,369,318","","NTRCOMOT","$134,583,710","","NTRCOMOT","$93,426,614","","NTRCOMOT","$86,084,232","","NTRCOMOT","$92,259,863","","NTRCOMOT","$87,275,357","","NTRCOMOT","$60,476,862","","NTRCOMOT","$59,064,955","","NTRCOMOT","$65,533,661","","NTRCOMOT","$59,414,888"
"Foreign Deposits","","NTRFCFG","$38,411,944","","NTRFCFG","$44,631,136","","NTRFCFG","$41,870,639","","NTRFCFG","$42,552,206","","NTRFCFG","$36,010,392","","NTRFCFG","$39,786,161","","NTRFCFG","$37,065,083","","NTRFCFG","$31,376,787","","NTRFCFG","$34,057,597","","NTRFCFG","$33,832,323","","NTRFCFG","$38,489,897","","NTRFCFG","$37,144,597","","NTRFCFG","$35,267,416","","NTRFCFG","$41,650,336","","NTRFCFG","$42,896,953","","NTRFCFG","$37,386,105","","NTRFCFG","$56,995,848","","NTRFCFG","$68,843,279","","NTRFCFG","$84,408,013","","NTRFCFG","$68,067,266","","NTRFCFG","$58,908,571","","NTRFCFG","$56,140,602","","NTRFCFG","$45,942,507","","NTRFCFG","$38,156,026","","NTRFCFG","$49,224,327","","NTRFCFG","$38,343,563","","NTRFCFG","$37,851,656","","NTRFCFG","$34,099,303","","NTRFCFG","$38,320,156","","NTRFCFG","$34,922,431","","NTRFCFG","$37,867,882","","NTRFCFG","$36,402,760","","NTRFCFG","$36,909,505","","NTRFCFG","$43,466,814","","NTRFCFG","$47,049,328","","NTRFCFG","$44,131,593","","NTRFCFG","$39,126,062","","NTRFCFG","$36,709,158","","NTRFCFG","$36,310,406","","NTRFCFG","$40,295,895"
"Deposits held in Foreign Offices","","DEPFOR","$1,466,940,810","","DEPFOR","$1,533,168,461","","DEPFOR","$1,469,101,383","","DEPFOR","$1,461,372,399","","DEPFOR","$1,468,083,635","","DEPFOR","$1,395,231,854","","DEPFOR","$1,445,999,668","","DEPFOR","$1,438,521,544","","DEPFOR","$1,489,188,722","","DEPFOR","$1,465,656,488","","DEPFOR","$1,485,778,629","","DEPFOR","$1,551,160,489","","DEPFOR","$1,512,377,640","","DEPFOR","$1,532,776,811","","DEPFOR","$1,566,764,162","","DEPFOR","$1,523,096,478","","DEPFOR","$1,533,819,126","","DEPFOR","$1,446,613,746","","DEPFOR","$1,442,390,789","","DEPFOR","$1,471,174,373","","DEPFOR","$1,315,314,574","","DEPFOR","$1,295,850,109","","DEPFOR","$1,292,056,934","","DEPFOR","$1,240,788,164","","DEPFOR","$1,253,325,061","","DEPFOR","$1,251,835,444","","DEPFOR","$1,233,288,323","","DEPFOR","$1,272,039,881","","DEPFOR","$1,317,751,376","","DEPFOR","$1,299,484,044","","DEPFOR","$1,324,692,482","","DEPFOR","$1,271,046,217","","DEPFOR","$1,245,644,157","","DEPFOR","$1,336,206,398","","DEPFOR","$1,324,042,440","","DEPFOR","$1,321,244,515","","DEPFOR","$1,282,072,497","","DEPFOR","$1,338,532,183","","DEPFOR","$1,342,742,116","","DEPFOR","$1,377,678,629"
"Individuals, Partnerships, and Corporations","","DEPIPCCF","$1,237,750,518","","DEPIPCCF","$1,275,315,606","","DEPIPCCF","$1,215,555,145","","DEPIPCCF","$1,198,588,617","","DEPIPCCF","$1,225,113,420","","DEPIPCCF","$1,156,168,911","","DEPIPCCF","$1,190,988,799","","DEPIPCCF","$1,196,291,191","","DEPIPCCF","$1,235,871,085","","DEPIPCCF","$1,211,989,540","","DEPIPCCF","$1,221,458,329","","DEPIPCCF","$1,273,385,115","","DEPIPCCF","$1,255,727,767","","DEPIPCCF","$1,252,535,366","","DEPIPCCF","$1,259,524,360","","DEPIPCCF","$1,223,290,725","","DEPIPCCF","$1,230,689,268","","DEPIPCCF","$1,158,871,284","","DEPIPCCF","$1,148,280,621","","DEPIPCCF","$1,161,402,745","","DEPIPCCF","$1,045,187,434","","DEPIPCCF","$1,023,678,958","","DEPIPCCF","$1,023,739,238","","DEPIPCCF","$1,021,575,885","","DEPIPCCF","$1,036,211,604","","DEPIPCCF","$1,027,168,601","","DEPIPCCF","$1,024,584,069","","DEPIPCCF","$1,049,958,687","","DEPIPCCF","$1,095,597,318","","DEPIPCCF","$1,072,433,212","","DEPIPCCF","$1,095,118,733","","DEPIPCCF","$1,038,835,146","","DEPIPCCF","$1,030,988,914","","DEPIPCCF","$1,123,350,966","","DEPIPCCF","$1,086,640,266","","DEPIPCCF","$1,076,195,732","","DEPIPCCF","$1,052,098,958","","DEPIPCCF","$1,067,807,940","","DEPIPCCF","$1,090,566,440","","DEPIPCCF","$1,098,212,517"
