"","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions"
"","","Report Period","20241231","","Report Period","20240930","","Report Period","20240630","","Report Period","20240331","","Report Period","20231231","","Report Period","20230930","","Report Period","20230630","","Report Period","20230331","","Report Period","20221231","","Report Period","20220930","","Report Period","20220630","","Report Period","20220331","","Report Period","20211231","","Report Period","20210930","","Report Period","20210630","","Report Period","20210331","","Report Period","20201231","","Report Period","20200930","","Report Period","20200630","","Report Period","20200331","","Report Period","20191231","","Report Period","20190930","","Report Period","20190630","","Report Period","20190331","","Report Period","20181231","","Report Period","20180930","","Report Period","20180630","","Report Period","20180331","","Report Period","20171231","","Report Period","20170930","","Report Period","20170630","","Report Period","20170331","","Report Period","20161231","","Report Period","20160930","","Report Period","20160630","","Report Period","20160331","","Report Period","20151231","","Report Period","20150930","","Report Period","20150630","","Report Period","20150331"
"","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD"
"","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$"
"Miscellaneous Assets, Managed Employee Benefit & Retirement-Related Trust & Agency Accounts","","TEMISC","$29,692,416","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$25,912,290","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$33,043,959","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$51,561,982","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$41,463,913","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$39,339,092","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$26,208,055","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$35,818,548","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$28,147,479","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0","","TEMISC","$20,688,681","","TEMISC","$0","","TEMISC","$0","","TEMISC","$0"
"Memo: Total, All Other Managed Asset Accounts (Dec. Only)","","TOMATOT","$736,295,580","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$666,873,632","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$639,207,193","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$655,769,034","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$581,217,804","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$492,280,679","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$407,217,645","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$433,512,643","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$349,449,764","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$389,812,596","","TOMATOT","$0","","TOMATOT","$0","","TOMATOT","$0"
"Noninterest-Bearing Deposits, Managed All Other Accounts","","TONI","$387,030","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$278,167","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$558,874","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$265,597","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$310,520","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$186,239","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$299,584","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$458,086","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$1,485,787","","TONI","$0","","TONI","$0","","TONI","$0","","TONI","$1,369,158","","TONI","$0","","TONI","$0","","TONI","$0"
"Interest-Bearing Deposits, Managed All Other Accounts","","TOI","$13,792,721","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$14,353,687","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$13,843,009","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$13,796,895","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$14,258,237","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$10,589,555","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$8,700,594","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$7,384,494","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$6,611,816","","TOI","$0","","TOI","$0","","TOI","$0","","TOI","$8,806,130","","TOI","$0","","TOI","$0","","TOI","$0"
"U.S. Treasury & U.S. Government Agency Obligations, Managed All Other Accounts","","TOSCUS","$44,588,624","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$41,174,170","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$41,983,911","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$27,223,059","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$24,371,643","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$26,580,994","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$23,308,969","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$20,504,554","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$29,072,768","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$18,524,233","","TOSCUS","$0","","TOSCUS","$0","","TOSCUS","$0"
"State, County and Municipal Obligations, Managed All Other Accounts","","TOSCMUN","$3,600,310","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,163,114","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,936,753","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,853,097","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,274,131","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,173,929","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,205,389","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,287,034","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$2,385,054","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$3,630,176","","TOSCMUN","$0","","TOSCMUN","$0","","TOSCMUN","$0"
"Money Market Mutual Funds, Managed All Other Accounts","","TOMMF","$33,155,033","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$40,961,699","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$30,104,661","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$33,745,965","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$36,056,810","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$30,304,155","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$20,363,085","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$13,889,839","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$14,936,593","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0","","TOMMF","$16,151,176","","TOMMF","$0","","TOMMF","$0","","TOMMF","$0"
"Equity Mutual Funds, Managed All Other Accounts","","TOEQF","$115,097,751","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$101,130,921","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$83,405,289","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$140,355,821","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$117,049,351","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$99,709,429","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$90,285,702","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$99,206,911","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$75,013,279","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0","","TOEQF","$71,606,650","","TOEQF","$0","","TOEQF","$0","","TOEQF","$0"
"Other Mutual Funds, Managed All Other Accounts","","TOOTHF","$49,825,646","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$45,639,747","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$41,982,496","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$46,688,369","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$43,301,011","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$38,060,826","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$31,665,687","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$29,398,656","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$26,399,086","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$24,723,357","","TOOTHF","$0","","TOOTHF","$0","","TOOTHF","$0"
"Common Trust Funds and Collective Investment Funds, Managed All Other  Accounts","","TOTRF","$56,651,007","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$49,735,524","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$48,456,044","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$65,269,738","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$58,073,454","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$55,257,034","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$44,450,261","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$42,549,744","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$22,090,199","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0","","TOTRF","$70,187,015","","TOTRF","$0","","TOTRF","$0","","TOTRF","$0"
"Other Short-Term Obligations, Managed All Other Accounts","","TOSTO","$88,512,325","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$77,496,246","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$109,681,552","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$11,976,234","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$19,540,443","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$15,745,393","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$12,381,011","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$15,586,176","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$15,019,345","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0","","TOSTO","$13,167,133","","TOSTO","$0","","TOSTO","$0","","TOSTO","$0"
"Other Notes and Bonds, Managed All Other Accounts","","TOOTHB","$51,476,780","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$47,150,855","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$39,756,965","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$45,165,298","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$42,107,285","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$24,884,663","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$22,733,901","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$22,632,875","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$19,550,084","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$17,783,195","","TOOTHB","$0","","TOOTHB","$0","","TOOTHB","$0"
"Investments in Unregistered Funds & Private Equity Investments, Managed All Other Accounts","","TOUF","$13,062,748","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$12,612,183","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$14,467,695","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$15,286,872","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$17,943,418","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$13,580,590","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$11,650,306","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$11,767,537","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$9,141,376","","TOUF","$0","","TOUF","$0","","TOUF","$0","","TOUF","$16,641,183","","TOUF","$0","","TOUF","$0","","TOUF","$0"
"Other Common and Preferred Stocks, Managed All Other  Accounts","","TOCPS","$233,052,782","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$197,436,133","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$164,582,841","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$211,858,437","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$171,511,084","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$144,425,992","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$117,777,971","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$138,487,081","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$94,861,478","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0","","TOCPS","$91,029,903","","TOCPS","$0","","TOCPS","$0","","TOCPS","$0"
"Real Estate Mortgages, Managed All Other Accounts","","TOREMTG","$32,913","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$58,025","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$49,769","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$36,082","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$40,699","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$41,880","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$66,472","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$63,300","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$47,862","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$72,506","","TOREMTG","$0","","TOREMTG","$0","","TOREMTG","$0"
"Real Estate, Managed All Other  Accounts","","TORE","$6,410,852","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$6,370,054","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$6,022,439","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$6,155,643","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$4,940,342","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$6,155,713","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$4,772,229","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$3,110,937","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$4,818,801","","TORE","$0","","TORE","$0","","TORE","$0","","TORE","$4,797,815","","TORE","$0","","TORE","$0","","TORE","$0"
"Miscellaneous Assets, Managed All Other Accounts","","TOMISC","$26,649,058","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$30,313,107","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$41,374,895","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$35,091,927","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$29,439,376","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$24,584,287","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$16,555,148","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$26,185,419","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$28,016,236","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0","","TOMISC","$31,322,966","","TOMISC","$0","","TOMISC","$0","","TOMISC","$0"
"Non-Managed Assets ($)","","TTNMA","$29,874,134,801","","TTNMA","$29,897,138,054","","TTNMA","$28,332,790,282","","TTNMA","$28,323,646,049","","TTNMA","$27,328,144,401","","TTNMA","$25,766,038,969","","TTNMA","$26,088,295,265","","TTNMA","$12,972,745,477","","TTNMA","$12,781,060,082","","TTNMA","$12,529,409,555","","TTNMA","$12,804,326,613","","TTNMA","$13,458,426,396","","TTNMA","$14,156,130,353","","TTNMA","$14,190,705,386","","TTNMA","$13,985,689,302","","TTNMA","$13,469,858,810","","TTNMA","$13,549,707,099","","TTNMA","$12,954,907,558","","TTNMA","$12,377,720,593","","TTNMA","$15,836,572,231","","TTNMA","$16,745,867,437","","TTNMA","$16,200,163,467","","TTNMA","$16,087,880,809","","TTNMA","$15,727,722,405","","TTNMA","$15,183,487,845","","TTNMA","$15,930,600,458","","TTNMA","$15,937,864,780","","TTNMA","$15,955,318,354","","TTNMA","$15,849,108,934","","TTNMA","$15,446,933,584","","TTNMA","$14,412,988,627","","TTNMA","$14,106,755,979","","TTNMA","$13,659,888,320","","TTNMA","$13,792,797,313","","TTNMA","$13,499,398,038","","TTNMA","$13,024,655,418","","TTNMA","$13,475,981,322","","TTNMA","$13,280,346,609","","TTNMA","$13,977,148,372","","TTNMA","$14,045,221,994"
"Personal Trust and Agency Accounts, Non-Managed Assets","","TPNMA","$452,065,478","","TPNMA","$434,988,824","","TPNMA","$422,294,505","","TPNMA","$418,093,356","","TPNMA","$416,904,809","","TPNMA","$425,460,775","","TPNMA","$423,630,992","","TPNMA","$415,329,635","","TPNMA","$422,923,588","","TPNMA","$423,299,113","","TPNMA","$438,719,558","","TPNMA","$444,036,890","","TPNMA","$452,828,752","","TPNMA","$413,368,732","","TPNMA","$411,153,838","","TPNMA","$393,987,303","","TPNMA","$386,950,863","","TPNMA","$347,140,935","","TPNMA","$336,907,032","","TPNMA","$320,396,994","","TPNMA","$339,489,013","","TPNMA","$324,105,639","","TPNMA","$317,329,468","","TPNMA","$308,703,756","","TPNMA","$300,896,516","","TPNMA","$312,184,924","","TPNMA","$303,849,042","","TPNMA","$297,930,345","","TPNMA","$282,547,692","","TPNMA","$261,491,144","","TPNMA","$257,965,828","","TPNMA","$258,560,108","","TPNMA","$259,843,743","","TPNMA","$260,442,792","","TPNMA","$278,757,364","","TPNMA","$263,830,426","","TPNMA","$275,280,186","","TPNMA","$272,700,741","","TPNMA","$286,025,699","","TPNMA","$286,665,391"
"Employee Benefit-Defined Contribution Accounts, Non-Managed Assets","","TECNMA","$2,283,144,928","","TECNMA","$2,303,677,391","","TECNMA","$2,203,128,729","","TECNMA","$2,175,701,985","","TECNMA","$2,067,120,607","","TECNMA","$1,920,488,450","","TECNMA","$1,949,286,664","","TECNMA","$1,887,656,151","","TECNMA","$2,022,955,435","","TECNMA","$1,854,000,560","","TECNMA","$1,875,897,200","","TECNMA","$2,149,425,556","","TECNMA","$2,250,932,640","","TECNMA","$2,141,461,510","","TECNMA","$2,025,173,077","","TECNMA","$2,064,499,628","","TECNMA","$2,076,425,984","","TECNMA","$1,897,383,680","","TECNMA","$1,777,123,055","","TECNMA","$2,213,773,339","","TECNMA","$2,504,371,353","","TECNMA","$2,361,104,951","","TECNMA","$2,341,564,436","","TECNMA","$2,315,293,323","","TECNMA","$2,152,993,598","","TECNMA","$2,344,668,780","","TECNMA","$2,357,205,628","","TECNMA","$2,326,481,540","","TECNMA","$2,333,483,480","","TECNMA","$2,263,011,358","","TECNMA","$2,229,215,158","","TECNMA","$2,176,763,759","","TECNMA","$2,111,972,273","","TECNMA","$2,131,518,987","","TECNMA","$2,089,476,880","","TECNMA","$2,033,838,544","","TECNMA","$2,035,579,070","","TECNMA","$2,001,098,563","","TECNMA","$2,169,321,172","","TECNMA","$2,240,490,156"
"Employee Benefit-Defined Benefit Accounts, Non-Managed Assets","","TEBNMA","$2,505,164,603","","TEBNMA","$2,581,358,922","","TEBNMA","$2,466,899,884","","TEBNMA","$2,470,984,378","","TEBNMA","$2,473,832,488","","TEBNMA","$2,358,783,839","","TEBNMA","$2,436,287,524","","TEBNMA","$2,421,277,732","","TEBNMA","$2,354,149,284","","TEBNMA","$2,546,080,514","","TEBNMA","$2,743,932,898","","TEBNMA","$2,711,485,050","","TEBNMA","$2,978,654,168","","TEBNMA","$3,023,804,299","","TEBNMA","$3,169,726,517","","TEBNMA","$3,021,260,165","","TEBNMA","$3,036,632,386","","TEBNMA","$2,906,816,952","","TEBNMA","$2,642,603,332","","TEBNMA","$4,505,116,015","","TEBNMA","$4,697,793,619","","TEBNMA","$4,660,921,326","","TEBNMA","$4,522,849,754","","TEBNMA","$4,458,760,315","","TEBNMA","$4,432,130,236","","TEBNMA","$4,732,651,637","","TEBNMA","$4,697,258,116","","TEBNMA","$4,679,176,271","","TEBNMA","$4,655,377,357","","TEBNMA","$4,542,058,594","","TEBNMA","$4,426,504,457","","TEBNMA","$4,345,007,642","","TEBNMA","$4,184,648,414","","TEBNMA","$4,286,545,011","","TEBNMA","$4,113,132,883","","TEBNMA","$3,929,033,030","","TEBNMA","$4,169,032,835","","TEBNMA","$4,195,755,438","","TEBNMA","$4,431,829,438","","TEBNMA","$4,408,651,146"
"Other Retirement Accounts, Non-Managed Assets","","TORNMA","$653,735,939","","TORNMA","$669,816,575","","TORNMA","$634,815,499","","TORNMA","$610,231,051","","TORNMA","$593,287,821","","TORNMA","$605,011,003","","TORNMA","$620,785,822","","TORNMA","$590,289,635","","TORNMA","$582,696,925","","TORNMA","$577,551,199","","TORNMA","$658,622,807","","TORNMA","$678,201,535","","TORNMA","$772,602,120","","TORNMA","$1,075,360,629","","TORNMA","$836,592,965","","TORNMA","$772,688,634","","TORNMA","$773,596,287","","TORNMA","$937,148,653","","TORNMA","$901,890,964","","TORNMA","$1,528,717,674","","TORNMA","$1,620,838,191","","TORNMA","$1,538,919,206","","TORNMA","$1,610,364,647","","TORNMA","$1,503,751,791","","TORNMA","$1,489,227,669","","TORNMA","$1,568,806,573","","TORNMA","$1,587,536,077","","TORNMA","$1,591,145,770","","TORNMA","$1,571,065,883","","TORNMA","$1,560,085,198","","TORNMA","$1,484,205,609","","TORNMA","$1,383,445,744","","TORNMA","$1,260,066,235","","TORNMA","$1,295,676,780","","TORNMA","$1,232,720,907","","TORNMA","$1,181,983,948","","TORNMA","$1,303,115,600","","TORNMA","$1,296,573,994","","TORNMA","$1,398,567,951","","TORNMA","$1,229,611,446"
"Corporate Trust and Agency Accounts, Non-Managed Assets","","TCANMA","$4,288,644,401","","TCANMA","$4,335,101,973","","TCANMA","$4,289,322,619","","TCANMA","$4,258,435,186","","TCANMA","$4,285,009,076","","TCANMA","$4,160,172,803","","TCANMA","$4,158,704,868","","TCANMA","$4,129,640,094","","TCANMA","$4,023,692,556","","TCANMA","$3,906,174,086","","TCANMA","$4,016,806,230","","TCANMA","$4,108,855,391","","TCANMA","$4,157,682,916","","TCANMA","$4,040,605,770","","TCANMA","$4,019,267,335","","TCANMA","$3,885,725,567","","TCANMA","$3,846,195,702","","TCANMA","$3,693,968,809","","TCANMA","$3,674,655,719","","TCANMA","$3,564,925,835","","TCANMA","$3,584,493,714","","TCANMA","$3,468,109,799","","TCANMA","$3,492,051,453","","TCANMA","$3,393,415,686","","TCANMA","$3,338,071,425","","TCANMA","$3,342,776,431","","TCANMA","$3,344,629,503","","TCANMA","$3,374,774,082","","TCANMA","$3,350,525,435","","TCANMA","$3,236,822,632","","TCANMA","$2,612,585,398","","TCANMA","$2,583,495,089","","TCANMA","$2,593,482,187","","TCANMA","$2,628,741,704","","TCANMA","$2,657,503,656","","TCANMA","$2,633,504,332","","TCANMA","$2,657,962,876","","TCANMA","$2,601,770,113","","TCANMA","$2,650,287,218","","TCANMA","$2,510,950,035"
